Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Mai17,Linear Quadratic Stochastic Differential Games under Asymmetric Value of Information,Dipankar Maity and J. Baras,2017,2017-07-01,IFAC-PapersOnLine,50,8957-8962,"Abstract This paper considers a variant of two-player linear quadratic stochastic differential games. In this framework, none of the players has access to the state observations for all the time, which restricts the possibility of continuous feedback strategies. However, they can observe the state intermittently at discrete time instances by paying some finite cost. Having on demand costly measurements ensure that open-loop strategy is not the only strategy for this game. The individual cost functions for each player explicitly incorporate the value of information and the asymmetry that comes along with different costs of state observation for different players. We study the structural properties of the Nash equilibrium for this particular class of problems when the cost of observation is finite and positive. We show that the game problem simplifies into two decoupled game problems: one for deciding the control strategies, and the other for deciding the observation acquisition times. The study also reveals that under two extreme cases -cost of observation being 0 or ∞- the strategies coincide with feedback and open-loop strategies respectively.",7,0.8,10.1016/J.IFACOL.2017.08.1320,https://doi.org/10.1016/J.IFACOL.2017.08.1320,0.7500
Shi14b,Solution of a singular Zero-Sum Linear-quadratic differential Game by Regularization,"J. Shinar, V. Glizer, and V. Turetsky",2014,2014-04-03,IGTR,16,,"A linear-quadratic zero-sum singular differential game, where the cost functional does not contain the minimizer's control cost, is considered. Due to the singularity, the game cannot be solved either by applying the MinMax principle of Isaacs, or by using the Bellman–Isaacs equation method. In this paper, the solution of the singular game is obtained by using an auxiliary differential game with the same equation of dynamics and with a similar cost functional augmented by an integral of the square of the minimizer's control multiplied by a small positive weighting coefficient. This auxiliary game is a regular cheap control zero-sum differential game. For the analysis of such a cheap control differential game, in the present paper a singular perturbation technique is applied. Based on this analysis, the minimizing control sequence and the maximizer's optimal strategy in the original (singular) game are derived. Moreover, the existence of the value of the original game is established and its expression is derived. The solution is illustrated by an interception example.",15,1.2,10.1142/S0219198914400076,https://doi.org/10.1142/S0219198914400076,0.7400
Has12,Sign-error adaptive filtering algorithms involving Markovian parameters,"Araz Hashemi, George Yin, and L. Wang",2012,2012-12-20,Mathematical Control and Related Fields,5,781-806,"Motivated by reduction of computational complexity, 
this work develops sign-error adaptive filtering algorithms for estimating 
randomly time-varying 
system 
parameters. 
Different from the existing work on sign-error algorithms, 
the parameters are time-varying and their dynamics are modeled by a discrete-time 
Markov chain. 
Another distinctive feature of the algorithms is the 
multi-time-scale framework for characterizing parameter variations and algorithm updating speeds. 
This is realized by considering the stepsize of the estimation algorithms and 
a scaling parameter that defines the transition rate of the Markov 
jump process. Depending on the relative time scales of these two processes, suitably scaled sequences 
of the estimates 
are shown to converge to either an 
ordinary differential equation, or a set of ordinary differential equations modulated by random switching, or 
 a stochastic differential equation, 
or stochastic differential equations with random switching. Using weak convergence methods, convergence and rates of convergence of the algorithms 
are obtained for all these cases. Simulation results are provided for demonstration.",0,,10.3934/mcrf.2015.5.781,https://doi.org/10.3934/mcrf.2015.5.781,0.7200
Tur05,Continuous Feedback Control Strategy with Maximal Capture Zone in a Class of Pursuit Games,V. Turetsky and V. Glizer,2005,2005-03-01,IGTR,7,1-24,"An interception problem of a highly maneuverable target is considered using a linearized kinematical model with first order acceleration dynamics of the interceptor and the target. The problem is interpreted as a differential game of pursuit. An admissible pursuer (interceptor) feedback strategy, continuous with respect to the state variables and having a maximal capture zone, is constructed. This strategy is the saturated version of a linear feedback control, obtained from the solution of an auxiliary linear-quadratic differential game with cheap controls. This strategy is evaluated by Monte-Carlo simulation of the interception with noisy measurements.",28,1.3,10.1142/S0219198905000375,https://doi.org/10.1142/S0219198905000375,0.7200
Wit71b,"On Information Structures, Feedback and Causality",H. Witsenhausen,1971,1971-05-01,Siam Journal on Control,9,149-160,"A finite number of decisions, indexed by $\alpha \in A$, are to be taken. Each decision amounts to selecting a point in a measurable space $(U_\alpha ,\mathcal{F}_\alpha )$. Each decision is based on some information fed back from the system and characterized by a subfield $\mathcal{J}_\alpha $ of the product space $(\prod _\alpha U_\alpha ,\prod _\alpha \mathcal{F}_\alpha )$. The decision function for each $\alpha $ can be any function $\gamma _\alpha $ measurable from $\mathcal{J}_\alpha $ to $\mathcal{F}_\alpha $.A property of the $\{ \mathcal{J}_\alpha \} _{\alpha \in A} $ is defined which assures that the setup has a causal interpretation. This property implies that for any combination of choices of the $\gamma _\alpha $, the closed loop equations have a unique solution.The converse implication is false, when card $A > 2$.",145,2.6,10.1137/0309013,https://doi.org/10.1137/0309013,0.7000
Ho80,Team decision theory and information structures,Yu-Chi Ho,1980,,Proceedings of the IEEE,68,644-654,,228,4.9,10.1109/proc.1980.11718,https://doi.org/10.1109/proc.1980.11718,0.7000
Ols77,On observation costs and information structures in stochastic differential games,G. Olsder,1977,,,,172-185,,7,0.1,10.1007/BFB0009070,https://doi.org/10.1007/BFB0009070,0.7000
Woh81,Force Management Decision Requirements for Air Force Tactical Command and Control,J. Wohl,1981,1981-09-01,"IEEE Transactions on Systems, Man, and Cybernetics",11,618-639,,156,3.5,10.1109/TSMC.1981.4308760,https://doi.org/10.1109/TSMC.1981.4308760,0.7000
Boy05,Organic Design for Command and Control,J. Boyd,2005,,,,,,148,6.9,,https://www.semanticscholar.org/paper/8a98868773b673d95430e0895eb67f29b4ff7f3b,0.7000
Hec80,Predictive guidance for interceptors with time lag in acceleration,C. Hecht and A. Troesch,1980,1980-04-01,IEEE Transactions on Automatic Control,25,270-274,"Predictive guidance equations for systems with time delays are developed using optimal control theory to obtain interceptor steering gains. The time response of the interceptor is approximated by a linear first-order time lag, and the optimal steering gain is evaluated using a quadratic penalty function. The optimal control for interception is determined to be a linear function of the predicted position error and the acceleration error. Computer simulations demonstrate a significant improvement of interceptor performance.",6,0.1,10.1109/TAC.1980.1102289,https://doi.org/10.1109/TAC.1980.1102289,0.7000
Sto68,Trajectory shaping for the minimization of state-variable estimation errors,D. V. Stoep,1968,1968-06-01,IEEE Transactions on Automatic Control,13,884-891,A technique is devised for synthesizing nonlinear controls that optimally shape nominal trajectories with respect to state-variable estimation errors propagating along the nominal trajectory. Both the nonlinear process and the observations upon which the estimation is based are corrupted by Gaussian white noise. A numerical example is presented that demonstrates the pronounced coupling effect of the nominal trajectory upon the propagation of state-variable estimation errors. Numerous practical implications of this work are cited.,11,0.2,10.1109/JACC.1968.4169156,https://doi.org/10.1109/JACC.1968.4169156,0.7000
